dataset,model,accuracy,accuracy_std,f1,f1_std,model_size,model_size_std,metric,metric_std,performance_metric
Letter,MLP-2L,0.9535666666666668,0.001656636485305238,0.9535834692910561,0.001669976635880156,354930.13333333336,78.85662094376866,0.9535666666666668,0.001656636485305238,accuracy
Letter,MLP-3L,0.9539500000000001,0.005309713321409735,0.953976597946002,0.005281270245554128,596209.0666666667,318.75856415509077,0.9539500000000001,0.005309713321409735,accuracy
Letter,Random Forest,0.9632999999999999,0.004009364039345863,0.9633235194264765,0.004012527474835895,114653690.26666668,487258.0655426405,0.9632999999999999,0.004009364039345863,accuracy
Letter,SVM-poly,0.94845,0.004406671079170725,0.9485035823986016,0.004384802923732377,1725557.6,6096.5180882205,0.94845,0.004406671079170725,accuracy
Letter,SVM-rbf,0.9267,0.0036886650701845806,0.9270517683240538,0.003677525530688059,3029785.4,9426.695539795493,0.9267,0.0036886650701845806,accuracy
Motion Sense,Dict-Wisard,0.7380168184706272,0.032428949669647406,0.7261369042075403,0.03286284721827346,52461826.4,14175681.653502742,0.7380168184706272,0.032428949669647406,accuracy
Motion Sense,KNN-10,0.6986896251600113,0.010368980396587077,0.6966936249502238,0.009013498106070963,10245023.6,1291.5528638039827,0.6986896251600113,0.010368980396587077,accuracy
Motion Sense,KNN-5,0.7706363041779809,0.005482761052312369,0.7672976461802096,0.007244416328173447,10245023.6,1291.5528638039827,0.7706363041779809,0.005482761052312369,accuracy
Motion Sense,MLP-1L,0.8455131092623744,0.006799811000223167,0.8448309295941943,0.0065686701684192625,889332.5333333334,0.3800584750224103,0.8455131092623744,0.006799811000223167,accuracy
Motion Sense,MLP-2L,0.8477669675600155,0.01090938242255261,0.8473027374692931,0.010653133652708247,1131045.9333333333,147.02010444530163,0.8477669675600155,0.01090938242255261,accuracy
Motion Sense,MLP-3L,0.8524277181561608,0.011546579909044398,0.8521891615981074,0.011164460660196773,1372657.8666666667,100.49588161823411,0.8524277181561608,0.011546579909044398,accuracy
Motion Sense,Random Forest,0.8994883031634096,0.007498869516436961,0.8991684899286116,0.0074830366674748005,10112479.4,41567.02118426726,0.8994883031634096,0.007498869516436961,accuracy
Motion Sense,SVM-poly,0.5216513420589859,0.005254370931644188,0.5105983757408288,0.0041833586986408785,8964808.6,21145.999262271936,0.5216513420589859,0.005254370931644188,accuracy
Motion Sense,SVM-rbf,0.7537240959838754,0.008803740777809956,0.7034921150927704,0.012837472289854015,9093463.6,31735.841139002594,0.7537240959838754,0.008803740777809956,accuracy
Optical Handwritten,Dict-Wisard,0.9714709371293002,0.008195469329712265,0.9715318443191968,0.00815903647949279,11184680.466666667,13594443.024274748,0.9715318443191968,0.00815903647949279,f1
Optical Handwritten,KNN-10,0.9834519572953738,0.003700468744321257,0.9834721914247915,0.00370811440806884,2338660.0,0.0,0.9834721914247915,0.00370811440806884,f1
Optical Handwritten,KNN-5,0.9871886120996441,0.0026392165434504546,0.9872047889353288,0.0026248547758016666,2338660.0,0.0,0.9872047889353288,0.0026248547758016666,f1
Optical Handwritten,MLP-1L,0.9828588374851719,0.0026558259996724573,0.9828658421492265,0.002650480364208541,186980.6666666667,153.2740827551766,0.9828658421492265,0.002650480364208541,f1
Optical Handwritten,MLP-2L,0.9841043890865955,0.00237803323804623,0.9840996201816186,0.0023753548181207605,428631.7333333333,93.61249916545141,0.9840996201816186,0.0023753548181207605,f1
Optical Handwritten,MLP-3L,0.9843416370106761,0.0018567587001777422,0.9843420541589744,0.001852910933467095,670991.0,41.12987559751714,0.9843420541589744,0.001852910933467095,f1
Optical Handwritten,Random Forest,0.9831553973902729,0.004610529012667856,0.9831627499818243,0.004583700515455885,11721552.0,95445.29339888899,0.9831627499818243,0.004583700515455885,f1
Optical Handwritten,SVM-poly,0.9887900355871887,0.00324458763857838,0.9887896603852347,0.00323322951319838,500053.8,7785.173292868954,0.9887896603852347,0.00323322951319838,f1
Optical Handwritten,SVM-rbf,0.9886120996441281,0.0029102183690028413,0.9886185469466058,0.0028936455447214665,723384.2,8903.881131282023,0.9886185469466058,0.0028936455447214665,f1
Rice,Dict-Wisard,0.9178477690288716,0.014460198192794867,0.9175742519332978,0.014568237808193139,46699.2,29841.780966550163,0.9175742519332978,0.014568237808193139,f1
Rice,KNN-10,0.736745406824147,0.33139354362219037,0.7340905969849377,0.33688434070196854,409673.0,0.0,0.7340905969849377,0.33688434070196854,f1
Rice,KNN-5,0.7383202099737532,0.3322810285473351,0.736142870726505,0.3366665901452024,409671.0,0.0,0.736142870726505,0.3366665901452024,f1
Rice,MLP-1L,0.5363954505686789,0.1535602555994741,0.45402871359502484,0.17290028129275106,26696.666666666668,151.59943564831812,0.45402871359502484,0.17290028129275106,f1
Rice,MLP-2L,0.5242344706911636,0.09310014216463593,0.3828582151177064,0.13362216917938025,269202.2,75.51180923095767,0.3828582151177064,0.13362216917938025,f1
Rice,MLP-3L,0.45354330708661417,0.023446008124229978,0.2883184295217399,0.026473165805272415,511962.6666666667,128.8847461019923,0.2883184295217399,0.026473165805272415,f1
Rice,Random Forest,0.7596675415573053,0.37074059875315757,0.7588905189053708,0.37252548759690995,2924997.9333333336,116942.32002701155,0.7588905189053708,0.37252548759690995,f1
Rice,SVM-poly,0.7383202099737532,0.33155980334947077,0.7359272368409189,0.335331015654886,71419.4,2388.6257136688464,0.7359272368409189,0.335331015654886,f1
Rice,SVM-rbf,0.7383202099737532,0.33007088650137334,0.7360412947726759,0.3335763238546014,77483.2,2366.030261852118,0.7360412947726759,0.3335763238546014,f1
Satimage,Dict-Wisard,0.8903576982892691,0.005213111809517564,0.8863564951009837,0.0058165508672968725,6291516.6,4400154.0756715005,0.8863564951009837,0.0058165508672968725,f1
Satimage,KNN-10,0.8998444790046657,0.009624726872016095,0.8989553053651997,0.009649425828906702,1523332.0,0.0,0.8989553053651997,0.009649425828906702,f1
Satimage,KNN-5,0.908398133748056,0.01026320743508347,0.908193381022089,0.009737028416104052,1523332.0,0.0,0.908193381022089,0.009737028416104052,f1
Satimage,MLP-1L,0.9110938310005186,0.003158646347059054,0.9099851554954739,0.003157424197452579,111710.46666666667,0.18257418583970478,0.9099851554954739,0.003157424197452579,f1
Satimage,MLP-2L,0.9117159149818559,0.00360374210294245,0.9112352576363068,0.0033877065441555096,354328.4666666667,14.423360680936753,0.9112352576363068,0.0033877065441555096,f1
Satimage,MLP-3L,0.9112493519958527,0.005524705660677309,0.910615071159609,0.0056855111209755445,596230.4666666667,246.37410578225257,0.910615071159609,0.0056855111209755445,f1
Satimage,Random Forest,0.9158631415241058,0.0017541652997085256,0.913676825144764,0.0018012190063861832,9110923.733333332,39384.43368077721,0.913676825144764,0.0018012190063861832,f1
Satimage,SVM-poly,0.8650077760497668,0.006880815491642024,0.8659303424023974,0.006769315330935944,626001.6,7009.053916185849,0.8659303424023974,0.006769315330935944,f1
Satimage,SVM-rbf,0.8979782270606531,0.010218924728460052,0.8955570408148292,0.010283710201968098,548511.8,5666.414315949709,0.8955570408148292,0.010283710201968098,f1
Segment,Dict-Wisard,0.8730158730158731,0.014018296701100644,0.8652578896752535,0.018611158120809462,131163.3333333333,34125.91994038809,0.8730158730158731,0.014018296701100644,accuracy
Segment,KNN-10,0.9207792207792208,0.012012499502607427,0.919767670040961,0.012093524051285873,296396.0,0.0,0.9207792207792208,0.012012499502607427,accuracy
Segment,KNN-5,0.941991341991342,0.009607074035139504,0.9413499138354826,0.009853981369510907,296396.0,0.0,0.941991341991342,0.009607074035139504,accuracy
Segment,MLP-1L,0.9535353535353537,0.0046085770339599815,0.9531950243039164,0.004823466647013439,72866.26666666666,397.8333961737136,0.9535353535353537,0.0046085770339599815,accuracy
Segment,MLP-2L,0.9466089466089466,0.00793650793650799,0.9462548052507543,0.008049439548836438,314207.0,515.6377388999026,0.9466089466089466,0.00793650793650799,accuracy
Segment,MLP-3L,0.9532467532467532,0.012044957004358033,0.9532565758131307,0.01204172348840349,556658.9333333333,211.99192856748965,0.9532467532467532,0.012044957004358033,accuracy
Segment,Random Forest,0.9828282828282828,0.004877472952714414,0.9828076002327147,0.0048775349106301965,2024358.4,17602.006882739268,0.9828282828282828,0.004877472952714414,accuracy
Segment,SVM-poly,0.8506493506493505,0.009309875830132711,0.8513813297944564,0.009644329502390395,189223.8,442.2614611290465,0.8506493506493505,0.009309875830132711,accuracy
Segment,SVM-rbf,0.861038961038961,0.012565303267272761,0.8625554878320312,0.01239221014995617,186570.8,755.0756253515261,0.861038961038961,0.012565303267272761,accuracy
Sepsis,Dict-Wisard,0.9263132772461773,3.8074887069035274e-05,0.8909233548296516,3.897217224198099e-05,7660.2,5440.5640720629535,0.8909233548296516,3.897217224198099e-05,f1
Sepsis,KNN-10,0.9258117969730822,0.0007036358407109533,0.8908858833726871,0.00012988505611709602,5978355.2,28.621670111919215,0.8908858833726871,0.00012988505611709602,f1
Sepsis,KNN-5,0.924742374775217,0.0016126603127811516,0.8905998423678136,0.0004256702055282331,5978355.2,28.621670111919215,0.8905998423678136,0.0004256702055282331,f1
Sepsis,MLP-1L,0.9263283820736803,1.9944441916046943e-05,0.8909013432042945,2.913945765150026e-05,17088.733333333334,187.32671993071412,0.8909013432042945,2.913945765150026e-05,f1
Sepsis,MLP-2L,0.9263283820736803,1.9944441916046943e-05,0.8909013432042945,2.913945765150026e-05,260248.33333333334,127.73279401415785,0.8909013432042945,2.913945765150026e-05,f1
Sepsis,MLP-3L,0.9263283820736803,1.9944441916046943e-05,0.8909013432042945,2.913945765150026e-05,502609.4666666667,115.42376031149034,0.8909013432042945,2.913945765150026e-05,f1
Sepsis,Random Forest,0.9261833783305111,8.7295413426854e-05,0.8908761798518053,6.010759204787381e-05,9076116.0,100832.40114169638,0.8908761798518053,6.010759204787381e-05,f1
Sepsis,SVM-poly,0.9263283820736803,1.9944441916046943e-05,0.8909013432042945,2.913945765150026e-05,573657.0,69.57010852371354,0.8909013432042945,2.913945765150026e-05,f1
Sepsis,SVM-rbf,0.9263283820736803,1.9944441916046943e-05,0.8909013432042945,2.913945765150026e-05,573700.0,112.17842929904555,0.8909013432042945,2.913945765150026e-05,f1
Vehicle,Dict-Wisard,0.8849611323819468,0.01945319489638385,0.8835594849149263,0.019692263041949577,372700.8666666667,221038.18122449645,0.8849611323819468,0.01945319489638385,accuracy
Vehicle,KNN-10,0.8239262095370693,0.024700825087659386,0.8229031160094575,0.02531907597849531,103557.6,67.97646651599422,0.8239262095370693,0.024700825087659386,accuracy
Vehicle,KNN-5,0.842847198050818,0.028650158995339552,0.842191208763699,0.02870393818002684,103557.6,67.97646651599422,0.842847198050818,0.028650158995339552,accuracy
Vehicle,MLP-1L,0.809764473836872,0.047402658975012356,0.8077111000194531,0.04965261424152608,59593.6,422.57723817335454,0.809764473836872,0.047402658975012356,accuracy
Vehicle,MLP-2L,0.8297992806590091,0.013925004648281525,0.8257573531849222,0.017053638943196864,301415.2,294.54179103595857,0.8297992806590091,0.013925004648281525,accuracy
Vehicle,MLP-3L,0.8334029469776076,0.04647091688267321,0.8324281447830065,0.04855735158262841,544003.2666666667,140.33143308291645,0.8334029469776076,0.04647091688267321,accuracy
Vehicle,Random Forest,0.959447731755424,0.016557242649545858,0.9594584411044609,0.016713342663114115,986914.8,14526.226812982828,0.959447731755424,0.016557242649545858,accuracy
Vehicle,SVM-poly,0.7529481378350156,0.03491029173623766,0.7546169461280654,0.03236836374621747,79790.2,1084.1379985961187,0.7529481378350156,0.03491029173623766,accuracy
Vehicle,SVM-rbf,0.6820257570483814,0.03339089762197554,0.6845503372393875,0.032487705660883555,83626.8,680.1552763891498,0.6820257570483814,0.03339089762197554,accuracy
Wine,Dict-Wisard,0.9603174603174602,0.03197886399208808,0.960054346488423,0.03234166697476902,97341.26666666668,56457.31544981572,0.960054346488423,0.03234166697476902,f1
Wine,KNN-10,0.7076190476190476,0.04408013957513598,0.6959950904778491,0.05597902184584073,34795.6,122.68985288115746,0.6959950904778491,0.05597902184584073,f1
Wine,KNN-5,0.7071428571428571,0.07903502800213057,0.6966495978301003,0.08815773555113178,34795.6,122.68985288115746,0.6966495978301003,0.08815773555113178,f1
Wine,MLP-1L,0.7622222222222221,0.1789296231139908,0.7311143848454773,0.2191583153235748,47710.066666666666,1379.39411820311,0.7311143848454773,0.2191583153235748,f1
Wine,MLP-2L,0.6704232804232804,0.11730297149868361,0.6156379241801601,0.13839923573951102,289444.8,1228.3786423122535,0.6156379241801601,0.13839923573951102,f1
Wine,MLP-3L,0.7268783068783069,0.09925494400655806,0.6940901201193844,0.12038785615369764,532473.2,1435.975618796493,0.6940901201193844,0.12038785615369764,f1
Wine,Random Forest,0.9830158730158731,0.025468648441053177,0.98291170376674,0.025717145537134597,200250.26666666666,12851.550201348377,0.98291170376674,0.025717145537134597,f1
Wine,SVM-poly,0.6738095238095237,0.035863884214904794,0.590999509554375,0.03286275994340351,12091.6,141.38175271229312,0.590999509554375,0.03286275994340351,f1
Wine,SVM-rbf,0.6685714285714285,0.04563526569917851,0.6313329525910171,0.06519736689121161,12611.4,67.91759713064064,0.6313329525910171,0.06519736689121161,f1
Yeast,Dict-Wisard,0.5588535505202172,0.007714800173055822,0.544720101856454,0.004643278337561874,727397.8,226269.2916556877,0.544720101856454,0.004643278337561874,f1
Yeast,KNN-10,0.5019951769951769,0.08661551973963527,0.498254343308406,0.0747594452449996,182341.8,64.3987577519972,0.498254343308406,0.0747594452449996,f1
Yeast,KNN-5,0.4851419601419601,0.09323434810180885,0.48181334695926975,0.08381688434401202,182341.8,64.3987577519972,0.48181334695926975,0.08381688434401202,f1
Yeast,MLP-1L,0.5055904389237722,0.10192602939255337,0.49959356407921585,0.08824519290010502,54229.466666666674,0.2981423970004465,0.49959356407921585,0.08824519290010502,f1
Yeast,MLP-2L,0.5154616737950071,0.10158421413878808,0.5114427054920571,0.09108024395214641,296862.6,0.36514837168195563,0.5114427054920571,0.09108024395214641,f1
Yeast,MLP-3L,0.522411805745139,0.09537784955658438,0.5160775569914,0.08762171849011674,539396.8666666667,143.09138494134305,0.5160775569914,0.08762171849011674,f1
Yeast,Random Forest,0.5385802469135802,0.10129505650426265,0.5329263204189828,0.0956551118643396,10770556.8,60068.136671616696,0.5329263204189828,0.0956551118643396,f1
Yeast,SVM-poly,0.5147715897715898,0.10304085670095288,0.5146046528467836,0.09014655698834029,131641.0,1303.579686862296,0.5146046528467836,0.09014655698834029,f1
Yeast,SVM-rbf,0.5215328965328966,0.10064234725946442,0.5185546253535482,0.08470797540946692,141197.0,1395.0913948555485,0.5185546253535482,0.08470797540946692,f1
